,Year,Quarter,Year_Quarter,LGA,Sex,Age_Gr,TB_Cases
0,2019,1,2019 Q1,Birnin-Gwari,Male,0 to 4,0
1,2019,1,2019 Q1,Birnin-Gwari,Female,0 to 4,0
2,2019,2,2019 Q2,Birnin-Gwari,Male,0 to 4,0
3,2019,2,2019 Q2,Birnin-Gwari,Female,0 to 4,0
4,2019,3,2019 Q3,Birnin-Gwari,Male,0 to 4,0
5,2019,3,2019 Q3,Birnin-Gwari,Female,0 to 4,0
6,2019,4,2019 Q4,Birnin-Gwari,Male,0 to 4,0
7,2019,4,2019 Q4,Birnin-Gwari,Female,0 to 4,0
8,2019,1,2019 Q1,Chikun,Male,0 to 4,0
9,2019,1,2019 Q1,Chikun,Female,0 to 4,0
10,2019,2,2019 Q2,Chikun,Male,0 to 4,0
11,2019,2,2019 Q2,Chikun,Female,0 to 4,0
12,2019,3,2019 Q3,Chikun,Male,0 to 4,1
13,2019,3,2019 Q3,Chikun,Female,0 to 4,0
14,2019,4,2019 Q4,Chikun,Male,0 to 4,0
15,2019,4,2019 Q4,Chikun,Female,0 to 4,0
16,2019,1,2019 Q1,Giwa,Male,0 to 4,6
17,2019,1,2019 Q1,Giwa,Female,0 to 4,2
18,2019,2,2019 Q2,Giwa,Male,0 to 4,9
19,2019,2,2019 Q2,Giwa,Female,0 to 4,7
20,2019,3,2019 Q3,Giwa,Male,0 to 4,10
21,2019,3,2019 Q3,Giwa,Female,0 to 4,5
22,2019,4,2019 Q4,Giwa,Male,0 to 4,5
23,2019,4,2019 Q4,Giwa,Female,0 to 4,6
24,2019,1,2019 Q1,Igabi,Male,0 to 4,0
25,2019,1,2019 Q1,Igabi,Female,0 to 4,0
26,2019,2,2019 Q2,Igabi,Male,0 to 4,0
27,2019,2,2019 Q2,Igabi,Female,0 to 4,0
28,2019,3,2019 Q3,Igabi,Male,0 to 4,1
29,2019,3,2019 Q3,Igabi,Female,0 to 4,0
30,2019,4,2019 Q4,Igabi,Male,0 to 4,0
31,2019,4,2019 Q4,Igabi,Female,0 to 4,0
32,2019,1,2019 Q1,Ikara,Male,0 to 4,0
33,2019,1,2019 Q1,Ikara,Female,0 to 4,0
34,2019,2,2019 Q2,Ikara,Male,0 to 4,0
35,2019,2,2019 Q2,Ikara,Female,0 to 4,0
36,2019,3,2019 Q3,Ikara,Male,0 to 4,0
37,2019,3,2019 Q3,Ikara,Female,0 to 4,0
38,2019,4,2019 Q4,Ikara,Male,0 to 4,0
39,2019,4,2019 Q4,Ikara,Female,0 to 4,0
40,2019,1,2019 Q1,Jaba,Male,0 to 4,0
41,2019,1,2019 Q1,Jaba,Female,0 to 4,0
42,2019,2,2019 Q2,Jaba,Male,0 to 4,0
43,2019,2,2019 Q2,Jaba,Female,0 to 4,0
44,2019,3,2019 Q3,Jaba,Male,0 to 4,0
45,2019,3,2019 Q3,Jaba,Female,0 to 4,0
46,2019,4,2019 Q4,Jaba,Male,0 to 4,0
47,2019,4,2019 Q4,Jaba,Female,0 to 4,0
48,2019,1,2019 Q1,Jema'a,Male,0 to 4,0
49,2019,1,2019 Q1,Jema'a,Female,0 to 4,0
50,2019,2,2019 Q2,Jema'a,Male,0 to 4,0
51,2019,2,2019 Q2,Jema'a,Female,0 to 4,0
52,2019,3,2019 Q3,Jema'a,Male,0 to 4,0
53,2019,3,2019 Q3,Jema'a,Female,0 to 4,0
54,2019,4,2019 Q4,Jema'a,Male,0 to 4,0
55,2019,4,2019 Q4,Jema'a,Female,0 to 4,1
56,2019,1,2019 Q1,Kachia,Male,0 to 4,0
57,2019,1,2019 Q1,Kachia,Female,0 to 4,0
58,2019,2,2019 Q2,Kachia,Male,0 to 4,0
59,2019,2,2019 Q2,Kachia,Female,0 to 4,0
60,2019,3,2019 Q3,Kachia,Male,0 to 4,0
61,2019,3,2019 Q3,Kachia,Female,0 to 4,0
62,2019,4,2019 Q4,Kachia,Male,0 to 4,0
63,2019,4,2019 Q4,Kachia,Female,0 to 4,0
64,2019,1,2019 Q1,Kaduna North,Male,0 to 4,1
65,2019,1,2019 Q1,Kaduna North,Female,0 to 4,6
66,2019,2,2019 Q2,Kaduna North,Male,0 to 4,3
67,2019,2,2019 Q2,Kaduna North,Female,0 to 4,2
68,2019,3,2019 Q3,Kaduna North,Male,0 to 4,2
69,2019,3,2019 Q3,Kaduna North,Female,0 to 4,3
70,2019,4,2019 Q4,Kaduna North,Male,0 to 4,0
71,2019,4,2019 Q4,Kaduna North,Female,0 to 4,0
72,2019,1,2019 Q1,Kaduna South,Male,0 to 4,1
73,2019,1,2019 Q1,Kaduna South,Female,0 to 4,0
74,2019,2,2019 Q2,Kaduna South,Male,0 to 4,2
75,2019,2,2019 Q2,Kaduna South,Female,0 to 4,1
76,2019,3,2019 Q3,Kaduna South,Male,0 to 4,1
77,2019,3,2019 Q3,Kaduna South,Female,0 to 4,0
78,2019,4,2019 Q4,Kaduna South,Male,0 to 4,0
79,2019,4,2019 Q4,Kaduna South,Female,0 to 4,0
80,2019,1,2019 Q1,Kagarko,Male,0 to 4,0
81,2019,1,2019 Q1,Kagarko,Female,0 to 4,0
82,2019,2,2019 Q2,Kagarko,Male,0 to 4,0
83,2019,2,2019 Q2,Kagarko,Female,0 to 4,0
84,2019,3,2019 Q3,Kagarko,Male,0 to 4,0
85,2019,3,2019 Q3,Kagarko,Female,0 to 4,0
86,2019,4,2019 Q4,Kagarko,Male,0 to 4,0
87,2019,4,2019 Q4,Kagarko,Female,0 to 4,0
88,2019,1,2019 Q1,Kajuru,Male,0 to 4,0
89,2019,1,2019 Q1,Kajuru,Female,0 to 4,0
90,2019,2,2019 Q2,Kajuru,Male,0 to 4,0
91,2019,2,2019 Q2,Kajuru,Female,0 to 4,0
92,2019,3,2019 Q3,Kajuru,Male,0 to 4,0
93,2019,3,2019 Q3,Kajuru,Female,0 to 4,0
94,2019,4,2019 Q4,Kajuru,Male,0 to 4,0
95,2019,4,2019 Q4,Kajuru,Female,0 to 4,0
96,2019,1,2019 Q1,Kaura,Male,0 to 4,0
97,2019,1,2019 Q1,Kaura,Female,0 to 4,0
98,2019,2,2019 Q2,Kaura,Male,0 to 4,0
99,2019,2,2019 Q2,Kaura,Female,0 to 4,0
100,2019,3,2019 Q3,Kaura,Male,0 to 4,0
101,2019,3,2019 Q3,Kaura,Female,0 to 4,0
102,2019,4,2019 Q4,Kaura,Male,0 to 4,0
103,2019,4,2019 Q4,Kaura,Female,0 to 4,0
104,2019,1,2019 Q1,Kauru,Male,0 to 4,0
105,2019,1,2019 Q1,Kauru,Female,0 to 4,0
106,2019,2,2019 Q2,Kauru,Male,0 to 4,0
107,2019,2,2019 Q2,Kauru,Female,0 to 4,0
108,2019,3,2019 Q3,Kauru,Male,0 to 4,0
109,2019,3,2019 Q3,Kauru,Female,0 to 4,0
110,2019,4,2019 Q4,Kauru,Male,0 to 4,0
111,2019,4,2019 Q4,Kauru,Female,0 to 4,0
112,2019,1,2019 Q1,Kubau,Male,0 to 4,0
113,2019,1,2019 Q1,Kubau,Female,0 to 4,0
114,2019,2,2019 Q2,Kubau,Male,0 to 4,1
115,2019,2,2019 Q2,Kubau,Female,0 to 4,0
116,2019,3,2019 Q3,Kubau,Male,0 to 4,0
117,2019,3,2019 Q3,Kubau,Female,0 to 4,0
118,2019,4,2019 Q4,Kubau,Male,0 to 4,0
119,2019,4,2019 Q4,Kubau,Female,0 to 4,0
120,2019,1,2019 Q1,Kudan,Male,0 to 4,0
121,2019,1,2019 Q1,Kudan,Female,0 to 4,0
122,2019,2,2019 Q2,Kudan,Male,0 to 4,0
123,2019,2,2019 Q2,Kudan,Female,0 to 4,0
124,2019,3,2019 Q3,Kudan,Male,0 to 4,0
125,2019,3,2019 Q3,Kudan,Female,0 to 4,0
126,2019,4,2019 Q4,Kudan,Male,0 to 4,0
127,2019,4,2019 Q4,Kudan,Female,0 to 4,0
128,2019,1,2019 Q1,Lere,Male,0 to 4,0
129,2019,1,2019 Q1,Lere,Female,0 to 4,0
130,2019,2,2019 Q2,Lere,Male,0 to 4,0
131,2019,2,2019 Q2,Lere,Female,0 to 4,0
132,2019,3,2019 Q3,Lere,Male,0 to 4,0
133,2019,3,2019 Q3,Lere,Female,0 to 4,0
134,2019,4,2019 Q4,Lere,Male,0 to 4,0
135,2019,4,2019 Q4,Lere,Female,0 to 4,0
136,2019,1,2019 Q1,Markafi,Male,0 to 4,0
137,2019,1,2019 Q1,Markafi,Female,0 to 4,1
138,2019,2,2019 Q2,Markafi,Male,0 to 4,0
139,2019,2,2019 Q2,Markafi,Female,0 to 4,0
140,2019,3,2019 Q3,Markafi,Male,0 to 4,1
141,2019,3,2019 Q3,Markafi,Female,0 to 4,0
142,2019,4,2019 Q4,Markafi,Male,0 to 4,0
143,2019,4,2019 Q4,Markafi,Female,0 to 4,0
144,2019,1,2019 Q1,Sabon-Gari,Male,0 to 4,0
145,2019,1,2019 Q1,Sabon-Gari,Female,0 to 4,1
146,2019,2,2019 Q2,Sabon-Gari,Male,0 to 4,1
147,2019,2,2019 Q2,Sabon-Gari,Female,0 to 4,0
148,2019,3,2019 Q3,Sabon-Gari,Male,0 to 4,2
149,2019,3,2019 Q3,Sabon-Gari,Female,0 to 4,0
150,2019,4,2019 Q4,Sabon-Gari,Male,0 to 4,2
151,2019,4,2019 Q4,Sabon-Gari,Female,0 to 4,1
152,2019,1,2019 Q1,Sanga,Male,0 to 4,0
153,2019,1,2019 Q1,Sanga,Female,0 to 4,0
154,2019,2,2019 Q2,Sanga,Male,0 to 4,0
155,2019,2,2019 Q2,Sanga,Female,0 to 4,0
156,2019,3,2019 Q3,Sanga,Male,0 to 4,0
157,2019,3,2019 Q3,Sanga,Female,0 to 4,0
158,2019,4,2019 Q4,Sanga,Male,0 to 4,0
159,2019,4,2019 Q4,Sanga,Female,0 to 4,0
160,2019,1,2019 Q1,Soba,Male,0 to 4,0
161,2019,1,2019 Q1,Soba,Female,0 to 4,0
162,2019,2,2019 Q2,Soba,Male,0 to 4,0
163,2019,2,2019 Q2,Soba,Female,0 to 4,0
164,2019,3,2019 Q3,Soba,Male,0 to 4,0
165,2019,3,2019 Q3,Soba,Female,0 to 4,0
166,2019,4,2019 Q4,Soba,Male,0 to 4,0
167,2019,4,2019 Q4,Soba,Female,0 to 4,0
168,2019,1,2019 Q1,Zango-Kataf,Male,0 to 4,0
169,2019,1,2019 Q1,Zango-Kataf,Female,0 to 4,0
170,2019,2,2019 Q2,Zango-Kataf,Male,0 to 4,0
171,2019,2,2019 Q2,Zango-Kataf,Female,0 to 4,0
172,2019,3,2019 Q3,Zango-Kataf,Male,0 to 4,0
173,2019,3,2019 Q3,Zango-Kataf,Female,0 to 4,0
174,2019,4,2019 Q4,Zango-Kataf,Male,0 to 4,0
175,2019,4,2019 Q4,Zango-Kataf,Female,0 to 4,0
176,2019,1,2019 Q1,Zaria,Male,0 to 4,2
177,2019,1,2019 Q1,Zaria,Female,0 to 4,0
178,2019,2,2019 Q2,Zaria,Male,0 to 4,1
179,2019,2,2019 Q2,Zaria,Female,0 to 4,0
180,2019,3,2019 Q3,Zaria,Male,0 to 4,0
181,2019,3,2019 Q3,Zaria,Female,0 to 4,1
182,2019,4,2019 Q4,Zaria,Male,0 to 4,0
183,2019,4,2019 Q4,Zaria,Female,0 to 4,0
184,2020,1,2020 Q1,Birnin-Gwari,Male,0 to 4,0
185,2020,1,2020 Q1,Birnin-Gwari,Female,0 to 4,0
186,2020,2,2020 Q2,Birnin-Gwari,Male,0 to 4,0
187,2020,2,2020 Q2,Birnin-Gwari,Female,0 to 4,0
188,2020,3,2020 Q3,Birnin-Gwari,Male,0 to 4,0
189,2020,3,2020 Q3,Birnin-Gwari,Female,0 to 4,0
190,2020,4,2020 Q4,Birnin-Gwari,Male,0 to 4,0
191,2020,4,2020 Q4,Birnin-Gwari,Female,0 to 4,0
192,2020,1,2020 Q1,Chikun,Male,0 to 4,0
193,2020,1,2020 Q1,Chikun,Female,0 to 4,0
194,2020,2,2020 Q2,Chikun,Male,0 to 4,0
195,2020,2,2020 Q2,Chikun,Female,0 to 4,0
196,2020,3,2020 Q3,Chikun,Male,0 to 4,1
197,2020,3,2020 Q3,Chikun,Female,0 to 4,0
198,2020,4,2020 Q4,Chikun,Male,0 to 4,0
199,2020,4,2020 Q4,Chikun,Female,0 to 4,0
200,2020,1,2020 Q1,Giwa,Male,0 to 4,14
201,2020,1,2020 Q1,Giwa,Female,0 to 4,9
202,2020,2,2020 Q2,Giwa,Male,0 to 4,7
203,2020,2,2020 Q2,Giwa,Female,0 to 4,4
204,2020,3,2020 Q3,Giwa,Male,0 to 4,7
205,2020,3,2020 Q3,Giwa,Female,0 to 4,4
206,2020,4,2020 Q4,Giwa,Male,0 to 4,14
207,2020,4,2020 Q4,Giwa,Female,0 to 4,3
208,2020,1,2020 Q1,Igabi,Male,0 to 4,0
209,2020,1,2020 Q1,Igabi,Female,0 to 4,0
210,2020,2,2020 Q2,Igabi,Male,0 to 4,0
211,2020,2,2020 Q2,Igabi,Female,0 to 4,0
212,2020,3,2020 Q3,Igabi,Male,0 to 4,0
213,2020,3,2020 Q3,Igabi,Female,0 to 4,0
214,2020,4,2020 Q4,Igabi,Male,0 to 4,2
215,2020,4,2020 Q4,Igabi,Female,0 to 4,2
216,2020,1,2020 Q1,Ikara,Male,0 to 4,0
217,2020,1,2020 Q1,Ikara,Female,0 to 4,1
218,2020,2,2020 Q2,Ikara,Male,0 to 4,0
219,2020,2,2020 Q2,Ikara,Female,0 to 4,0
220,2020,3,2020 Q3,Ikara,Male,0 to 4,0
221,2020,3,2020 Q3,Ikara,Female,0 to 4,0
222,2020,4,2020 Q4,Ikara,Male,0 to 4,0
223,2020,4,2020 Q4,Ikara,Female,0 to 4,0
224,2020,1,2020 Q1,Jaba,Male,0 to 4,0
225,2020,1,2020 Q1,Jaba,Female,0 to 4,0
226,2020,2,2020 Q2,Jaba,Male,0 to 4,0
227,2020,2,2020 Q2,Jaba,Female,0 to 4,0
228,2020,3,2020 Q3,Jaba,Male,0 to 4,0
229,2020,3,2020 Q3,Jaba,Female,0 to 4,0
230,2020,4,2020 Q4,Jaba,Male,0 to 4,0
231,2020,4,2020 Q4,Jaba,Female,0 to 4,0
232,2020,1,2020 Q1,Jema'a,Male,0 to 4,0
233,2020,1,2020 Q1,Jema'a,Female,0 to 4,0
234,2020,2,2020 Q2,Jema'a,Male,0 to 4,0
235,2020,2,2020 Q2,Jema'a,Female,0 to 4,0
236,2020,3,2020 Q3,Jema'a,Male,0 to 4,0
237,2020,3,2020 Q3,Jema'a,Female,0 to 4,0
238,2020,4,2020 Q4,Jema'a,Male,0 to 4,0
239,2020,4,2020 Q4,Jema'a,Female,0 to 4,0
240,2020,1,2020 Q1,Kachia,Male,0 to 4,0
241,2020,1,2020 Q1,Kachia,Female,0 to 4,0
242,2020,2,2020 Q2,Kachia,Male,0 to 4,0
243,2020,2,2020 Q2,Kachia,Female,0 to 4,0
244,2020,3,2020 Q3,Kachia,Male,0 to 4,0
245,2020,3,2020 Q3,Kachia,Female,0 to 4,0
246,2020,4,2020 Q4,Kachia,Male,0 to 4,0
247,2020,4,2020 Q4,Kachia,Female,0 to 4,0
248,2020,1,2020 Q1,Kaduna North,Male,0 to 4,5
249,2020,1,2020 Q1,Kaduna North,Female,0 to 4,0
250,2020,2,2020 Q2,Kaduna North,Male,0 to 4,1
251,2020,2,2020 Q2,Kaduna North,Female,0 to 4,0
252,2020,3,2020 Q3,Kaduna North,Male,0 to 4,1
253,2020,3,2020 Q3,Kaduna North,Female,0 to 4,3
254,2020,4,2020 Q4,Kaduna North,Male,0 to 4,1
255,2020,4,2020 Q4,Kaduna North,Female,0 to 4,6
256,2020,1,2020 Q1,Kaduna South,Male,0 to 4,1
257,2020,1,2020 Q1,Kaduna South,Female,0 to 4,1
258,2020,2,2020 Q2,Kaduna South,Male,0 to 4,1
259,2020,2,2020 Q2,Kaduna South,Female,0 to 4,2
260,2020,3,2020 Q3,Kaduna South,Male,0 to 4,2
261,2020,3,2020 Q3,Kaduna South,Female,0 to 4,1
262,2020,4,2020 Q4,Kaduna South,Male,0 to 4,1
263,2020,4,2020 Q4,Kaduna South,Female,0 to 4,0
264,2020,1,2020 Q1,Kagarko,Male,0 to 4,0
265,2020,1,2020 Q1,Kagarko,Female,0 to 4,0
266,2020,2,2020 Q2,Kagarko,Male,0 to 4,0
267,2020,2,2020 Q2,Kagarko,Female,0 to 4,0
268,2020,3,2020 Q3,Kagarko,Male,0 to 4,0
269,2020,3,2020 Q3,Kagarko,Female,0 to 4,0
270,2020,4,2020 Q4,Kagarko,Male,0 to 4,0
271,2020,4,2020 Q4,Kagarko,Female,0 to 4,0
272,2020,1,2020 Q1,Kajuru,Male,0 to 4,0
273,2020,1,2020 Q1,Kajuru,Female,0 to 4,0
274,2020,2,2020 Q2,Kajuru,Male,0 to 4,0
275,2020,2,2020 Q2,Kajuru,Female,0 to 4,0
276,2020,3,2020 Q3,Kajuru,Male,0 to 4,0
277,2020,3,2020 Q3,Kajuru,Female,0 to 4,0
278,2020,4,2020 Q4,Kajuru,Male,0 to 4,0
279,2020,4,2020 Q4,Kajuru,Female,0 to 4,0
280,2020,1,2020 Q1,Kaura,Male,0 to 4,0
281,2020,1,2020 Q1,Kaura,Female,0 to 4,0
282,2020,2,2020 Q2,Kaura,Male,0 to 4,0
283,2020,2,2020 Q2,Kaura,Female,0 to 4,0
284,2020,3,2020 Q3,Kaura,Male,0 to 4,0
285,2020,3,2020 Q3,Kaura,Female,0 to 4,0
286,2020,4,2020 Q4,Kaura,Male,0 to 4,0
287,2020,4,2020 Q4,Kaura,Female,0 to 4,0
288,2020,1,2020 Q1,Kauru,Male,0 to 4,0
289,2020,1,2020 Q1,Kauru,Female,0 to 4,0
290,2020,2,2020 Q2,Kauru,Male,0 to 4,0
291,2020,2,2020 Q2,Kauru,Female,0 to 4,0
292,2020,3,2020 Q3,Kauru,Male,0 to 4,0
293,2020,3,2020 Q3,Kauru,Female,0 to 4,0
294,2020,4,2020 Q4,Kauru,Male,0 to 4,0
295,2020,4,2020 Q4,Kauru,Female,0 to 4,0
296,2020,1,2020 Q1,Kubau,Male,0 to 4,0
297,2020,1,2020 Q1,Kubau,Female,0 to 4,0
298,2020,2,2020 Q2,Kubau,Male,0 to 4,0
299,2020,2,2020 Q2,Kubau,Female,0 to 4,0
300,2020,3,2020 Q3,Kubau,Male,0 to 4,0
301,2020,3,2020 Q3,Kubau,Female,0 to 4,0
302,2020,4,2020 Q4,Kubau,Male,0 to 4,1
303,2020,4,2020 Q4,Kubau,Female,0 to 4,0
304,2020,1,2020 Q1,Kudan,Male,0 to 4,0
305,2020,1,2020 Q1,Kudan,Female,0 to 4,0
306,2020,2,2020 Q2,Kudan,Male,0 to 4,0
307,2020,2,2020 Q2,Kudan,Female,0 to 4,0
308,2020,3,2020 Q3,Kudan,Male,0 to 4,0
309,2020,3,2020 Q3,Kudan,Female,0 to 4,0
310,2020,4,2020 Q4,Kudan,Male,0 to 4,0
311,2020,4,2020 Q4,Kudan,Female,0 to 4,0
312,2020,1,2020 Q1,Lere,Male,0 to 4,0
313,2020,1,2020 Q1,Lere,Female,0 to 4,0
314,2020,2,2020 Q2,Lere,Male,0 to 4,0
315,2020,2,2020 Q2,Lere,Female,0 to 4,0
316,2020,3,2020 Q3,Lere,Male,0 to 4,0
317,2020,3,2020 Q3,Lere,Female,0 to 4,0
318,2020,4,2020 Q4,Lere,Male,0 to 4,1
319,2020,4,2020 Q4,Lere,Female,0 to 4,0
320,2020,1,2020 Q1,Markafi,Male,0 to 4,0
321,2020,1,2020 Q1,Markafi,Female,0 to 4,0
322,2020,2,2020 Q2,Markafi,Male,0 to 4,0
323,2020,2,2020 Q2,Markafi,Female,0 to 4,1
324,2020,3,2020 Q3,Markafi,Male,0 to 4,0
325,2020,3,2020 Q3,Markafi,Female,0 to 4,0
326,2020,4,2020 Q4,Markafi,Male,0 to 4,0
327,2020,4,2020 Q4,Markafi,Female,0 to 4,0
328,2020,1,2020 Q1,Sabon-Gari,Male,0 to 4,1
329,2020,1,2020 Q1,Sabon-Gari,Female,0 to 4,0
330,2020,2,2020 Q2,Sabon-Gari,Male,0 to 4,1
331,2020,2,2020 Q2,Sabon-Gari,Female,0 to 4,0
332,2020,3,2020 Q3,Sabon-Gari,Male,0 to 4,0
333,2020,3,2020 Q3,Sabon-Gari,Female,0 to 4,0
334,2020,4,2020 Q4,Sabon-Gari,Male,0 to 4,0
335,2020,4,2020 Q4,Sabon-Gari,Female,0 to 4,0
336,2020,1,2020 Q1,Sanga,Male,0 to 4,0
337,2020,1,2020 Q1,Sanga,Female,0 to 4,0
338,2020,2,2020 Q2,Sanga,Male,0 to 4,0
339,2020,2,2020 Q2,Sanga,Female,0 to 4,0
340,2020,3,2020 Q3,Sanga,Male,0 to 4,0
341,2020,3,2020 Q3,Sanga,Female,0 to 4,0
342,2020,4,2020 Q4,Sanga,Male,0 to 4,0
343,2020,4,2020 Q4,Sanga,Female,0 to 4,0
344,2020,1,2020 Q1,Soba,Male,0 to 4,0
345,2020,1,2020 Q1,Soba,Female,0 to 4,0
346,2020,2,2020 Q2,Soba,Male,0 to 4,0
347,2020,2,2020 Q2,Soba,Female,0 to 4,0
348,2020,3,2020 Q3,Soba,Male,0 to 4,0
349,2020,3,2020 Q3,Soba,Female,0 to 4,0
350,2020,4,2020 Q4,Soba,Male,0 to 4,0
351,2020,4,2020 Q4,Soba,Female,0 to 4,2
352,2020,1,2020 Q1,Zango-Kataf,Male,0 to 4,0
353,2020,1,2020 Q1,Zango-Kataf,Female,0 to 4,0
354,2020,2,2020 Q2,Zango-Kataf,Male,0 to 4,0
355,2020,2,2020 Q2,Zango-Kataf,Female,0 to 4,0
356,2020,3,2020 Q3,Zango-Kataf,Male,0 to 4,0
357,2020,3,2020 Q3,Zango-Kataf,Female,0 to 4,0
358,2020,4,2020 Q4,Zango-Kataf,Male,0 to 4,0
359,2020,4,2020 Q4,Zango-Kataf,Female,0 to 4,0
360,2020,1,2020 Q1,Zaria,Male,0 to 4,0
361,2020,1,2020 Q1,Zaria,Female,0 to 4,1
362,2020,2,2020 Q2,Zaria,Male,0 to 4,0
363,2020,2,2020 Q2,Zaria,Female,0 to 4,0
364,2020,3,2020 Q3,Zaria,Male,0 to 4,0
365,2020,3,2020 Q3,Zaria,Female,0 to 4,0
366,2020,4,2020 Q4,Zaria,Male,0 to 4,3
367,2020,4,2020 Q4,Zaria,Female,0 to 4,0
368,2021,1,2021 Q1,Birnin-Gwari,Male,0 to 4,0
369,2021,1,2021 Q1,Birnin-Gwari,Female,0 to 4,0
370,2021,2,2021 Q2,Birnin-Gwari,Male,0 to 4,0
371,2021,2,2021 Q2,Birnin-Gwari,Female,0 to 4,0
372,2021,3,2021 Q3,Birnin-Gwari,Male,0 to 4,0
373,2021,3,2021 Q3,Birnin-Gwari,Female,0 to 4,0
374,2021,4,2021 Q4,Birnin-Gwari,Male,0 to 4,0
375,2021,4,2021 Q4,Birnin-Gwari,Female,0 to 4,0
376,2021,1,2021 Q1,Chikun,Male,0 to 4,0
377,2021,1,2021 Q1,Chikun,Female,0 to 4,0
378,2021,2,2021 Q2,Chikun,Male,0 to 4,0
379,2021,2,2021 Q2,Chikun,Female,0 to 4,0
380,2021,3,2021 Q3,Chikun,Male,0 to 4,0
381,2021,3,2021 Q3,Chikun,Female,0 to 4,0
382,2021,4,2021 Q4,Chikun,Male,0 to 4,0
383,2021,4,2021 Q4,Chikun,Female,0 to 4,0
384,2021,1,2021 Q1,Giwa,Male,0 to 4,9
385,2021,1,2021 Q1,Giwa,Female,0 to 4,6
386,2021,2,2021 Q2,Giwa,Male,0 to 4,11
387,2021,2,2021 Q2,Giwa,Female,0 to 4,6
388,2021,3,2021 Q3,Giwa,Male,0 to 4,6
389,2021,3,2021 Q3,Giwa,Female,0 to 4,3
390,2021,4,2021 Q4,Giwa,Male,0 to 4,8
391,2021,4,2021 Q4,Giwa,Female,0 to 4,2
392,2021,1,2021 Q1,Igabi,Male,0 to 4,0
393,2021,1,2021 Q1,Igabi,Female,0 to 4,0
394,2021,2,2021 Q2,Igabi,Male,0 to 4,2
395,2021,2,2021 Q2,Igabi,Female,0 to 4,2
396,2021,3,2021 Q3,Igabi,Male,0 to 4,1
397,2021,3,2021 Q3,Igabi,Female,0 to 4,2
398,2021,4,2021 Q4,Igabi,Male,0 to 4,3
399,2021,4,2021 Q4,Igabi,Female,0 to 4,1
400,2021,1,2021 Q1,Ikara,Male,0 to 4,0
401,2021,1,2021 Q1,Ikara,Female,0 to 4,0
402,2021,2,2021 Q2,Ikara,Male,0 to 4,0
403,2021,2,2021 Q2,Ikara,Female,0 to 4,0
404,2021,3,2021 Q3,Ikara,Male,0 to 4,0
405,2021,3,2021 Q3,Ikara,Female,0 to 4,0
406,2021,4,2021 Q4,Ikara,Male,0 to 4,3
407,2021,4,2021 Q4,Ikara,Female,0 to 4,4
408,2021,1,2021 Q1,Jaba,Male,0 to 4,0
409,2021,1,2021 Q1,Jaba,Female,0 to 4,0
410,2021,2,2021 Q2,Jaba,Male,0 to 4,0
411,2021,2,2021 Q2,Jaba,Female,0 to 4,0
412,2021,3,2021 Q3,Jaba,Male,0 to 4,0
413,2021,3,2021 Q3,Jaba,Female,0 to 4,0
414,2021,4,2021 Q4,Jaba,Male,0 to 4,0
415,2021,4,2021 Q4,Jaba,Female,0 to 4,0
416,2021,1,2021 Q1,Jema'a,Male,0 to 4,0
417,2021,1,2021 Q1,Jema'a,Female,0 to 4,0
418,2021,2,2021 Q2,Jema'a,Male,0 to 4,0
419,2021,2,2021 Q2,Jema'a,Female,0 to 4,0
420,2021,3,2021 Q3,Jema'a,Male,0 to 4,0
421,2021,3,2021 Q3,Jema'a,Female,0 to 4,0
422,2021,4,2021 Q4,Jema'a,Male,0 to 4,0
423,2021,4,2021 Q4,Jema'a,Female,0 to 4,0
424,2021,1,2021 Q1,Kachia,Male,0 to 4,0
425,2021,1,2021 Q1,Kachia,Female,0 to 4,0
426,2021,2,2021 Q2,Kachia,Male,0 to 4,0
427,2021,2,2021 Q2,Kachia,Female,0 to 4,0
428,2021,3,2021 Q3,Kachia,Male,0 to 4,0
429,2021,3,2021 Q3,Kachia,Female,0 to 4,0
430,2021,4,2021 Q4,Kachia,Male,0 to 4,0
431,2021,4,2021 Q4,Kachia,Female,0 to 4,0
432,2021,1,2021 Q1,Kaduna North,Male,0 to 4,6
433,2021,1,2021 Q1,Kaduna North,Female,0 to 4,5
434,2021,2,2021 Q2,Kaduna North,Male,0 to 4,4
435,2021,2,2021 Q2,Kaduna North,Female,0 to 4,1
436,2021,3,2021 Q3,Kaduna North,Male,0 to 4,4
437,2021,3,2021 Q3,Kaduna North,Female,0 to 4,3
438,2021,4,2021 Q4,Kaduna North,Male,0 to 4,3
439,2021,4,2021 Q4,Kaduna North,Female,0 to 4,2
440,2021,1,2021 Q1,Kaduna South,Male,0 to 4,6
441,2021,1,2021 Q1,Kaduna South,Female,0 to 4,1
442,2021,2,2021 Q2,Kaduna South,Male,0 to 4,3
443,2021,2,2021 Q2,Kaduna South,Female,0 to 4,3
444,2021,3,2021 Q3,Kaduna South,Male,0 to 4,3
445,2021,3,2021 Q3,Kaduna South,Female,0 to 4,1
446,2021,4,2021 Q4,Kaduna South,Male,0 to 4,1
447,2021,4,2021 Q4,Kaduna South,Female,0 to 4,1
448,2021,1,2021 Q1,Kagarko,Male,0 to 4,0
449,2021,1,2021 Q1,Kagarko,Female,0 to 4,0
450,2021,2,2021 Q2,Kagarko,Male,0 to 4,0
451,2021,2,2021 Q2,Kagarko,Female,0 to 4,0
