,Year,Quarter,LGA,Sex,Age_Gr,TB_Cases
103,2021,4,KAURA,Female,0-4,0
104,2021,1,KAURU,Male,0-4,1
105,2021,1,KAURU,Female,0-4,0
106,2021,2,KAURU,Male,0-4,0
107,2021,2,KAURU,Female,0-4,0
108,2021,3,KAURU,Male,0-4,0
109,2021,3,KAURU,Female,0-4,0
110,2021,4,KAURU,Male,0-4,3
111,2021,4,KAURU,Female,0-4,0
112,2021,1,KUBAU,Male,0-4,0
113,2021,1,KUBAU,Female,0-4,0
114,2021,2,KUBAU,Male,0-4,0
115,2021,2,KUBAU,Female,0-4,0
116,2021,3,KUBAU,Male,0-4,0
117,2021,3,KUBAU,Female,0-4,0
118,2021,4,KUBAU,Male,0-4,0
119,2021,4,KUBAU,Female,0-4,0
120,2021,1,KUDAN,Male,0-4,0
121,2021,1,KUDAN,Female,0-4,0
122,2021,2,KUDAN,Male,0-4,0
123,2021,2,KUDAN,Female,0-4,0
124,2021,3,KUDAN,Male,0-4,0
125,2021,3,KUDAN,Female,0-4,0
126,2021,4,KUDAN,Male,0-4,1
127,2021,4,KUDAN,Female,0-4,0
128,2021,1,LERE,Male,0-4,0
129,2021,1,LERE,Female,0-4,0
130,2021,2,LERE,Male,0-4,0
131,2021,2,LERE,Female,0-4,0
132,2021,3,LERE,Male,0-4,0
133,2021,3,LERE,Female,0-4,0
134,2021,4,LERE,Male,0-4,0
135,2021,4,LERE,Female,0-4,0
136,2021,1,MARKARFI,Male,0-4,1
137,2021,1,MARKARFI,Female,0-4,0
138,2021,2,MARKARFI,Male,0-4,1
139,2021,2,MARKARFI,Female,0-4,1
140,2021,3,MARKARFI,Male,0-4,2
141,2021,3,MARKARFI,Female,0-4,0
142,2021,4,MARKARFI,Male,0-4,2
143,2021,4,MARKARFI,Female,0-4,2
144,2021,1,SABON GARI,Male,0-4,0
145,2021,1,SABON GARI,Female,0-4,0
146,2021,2,SABON GARI,Male,0-4,1
147,2021,2,SABON GARI,Female,0-4,0
148,2021,3,SABON GARI,Male,0-4,2
149,2021,3,SABON GARI,Female,0-4,0
150,2021,4,SABON GARI,Male,0-4,0
151,2021,4,SABON GARI,Female,0-4,0
152,2021,1,SANGA,Male,0-4,0
153,2021,1,SANGA,Female,0-4,0
154,2021,2,SANGA,Male,0-4,0
155,2021,2,SANGA,Female,0-4,0
156,2021,3,SANGA,Male,0-4,0
157,2021,3,SANGA,Female,0-4,0
158,2021,4,SANGA,Male,0-4,0
159,2021,4,SANGA,Female,0-4,0
160,2021,1,SOBA,Male,0-4,0
161,2021,1,SOBA,Female,0-4,0
162,2021,2,SOBA,Male,0-4,0
163,2021,2,SOBA,Female,0-4,1
164,2021,3,SOBA,Male,0-4,0
165,2021,3,SOBA,Female,0-4,1
166,2021,4,SOBA,Male,0-4,1
167,2021,4,SOBA,Female,0-4,0
168,2021,1,ZANGON KATAF,Male,0-4,0
169,2021,1,ZANGON KATAF,Female,0-4,0
170,2021,2,ZANGON KATAF,Male,0-4,0
171,2021,2,ZANGON KATAF,Female,0-4,0
172,2021,3,ZANGON KATAF,Male,0-4,0
173,2021,3,ZANGON KATAF,Female,0-4,0
174,2021,4,ZANGON KATAF,Male,0-4,0
175,2021,4,ZANGON KATAF,Female,0-4,0
176,2021,1,ZARIA,Male,0-4,1
177,2021,1,ZARIA,Female,0-4,0
178,2021,2,ZARIA,Male,0-4,0
179,2021,2,ZARIA,Female,0-4,0
180,2021,3,ZARIA,Male,0-4,0
181,2021,3,ZARIA,Female,0-4,0
182,2021,4,ZARIA,Male,0-4,0
183,2021,4,ZARIA,Female,0-4,0
184,2021,1,BIRIN GWARI,Male,5-14,2
185,2021,1,BIRIN GWARI,Female,5-14,0
186,2021,2,BIRIN GWARI,Male,5-14,1
187,2021,2,BIRIN GWARI,Female,5-14,0
188,2021,3,BIRIN GWARI,Male,5-14,0
189,2021,3,BIRIN GWARI,Female,5-14,0
190,2021,4,BIRIN GWARI,Male,5-14,0
191,2021,4,BIRIN GWARI,Female,5-14,0
192,2021,1,CHIKUN,Male,5-14,0
193,2021,1,CHIKUN,Female,5-14,0
194,2021,2,CHIKUN,Male,5-14,1
195,2021,2,CHIKUN,Female,5-14,0
196,2021,3,CHIKUN,Male,5-14,2
197,2021,3,CHIKUN,Female,5-14,0
198,2021,4,CHIKUN,Male,5-14,2
199,2021,4,CHIKUN,Female,5-14,0
200,2021,1,GIWA,Male,5-14,6
201,2021,1,GIWA,Female,5-14,6
202,2021,2,GIWA,Male,5-14,8
203,2021,2,GIWA,Female,5-14,5
204,2021,3,GIWA,Male,5-14,4
205,2021,3,GIWA,Female,5-14,6
206,2021,4,GIWA,Male,5-14,4
207,2021,4,GIWA,Female,5-14,5
208,2021,1,IGABI,Male,5-14,0
209,2021,1,IGABI,Female,5-14,1
210,2021,2,IGABI,Male,5-14,1
211,2021,2,IGABI,Female,5-14,2
212,2021,3,IGABI,Male,5-14,4
213,2021,3,IGABI,Female,5-14,5
214,2021,4,IGABI,Male,5-14,0
215,2021,4,IGABI,Female,5-14,2
216,2021,1,IKARA,Male,5-14,0
217,2021,1,IKARA,Female,5-14,0
218,2021,2,IKARA,Male,5-14,2
219,2021,2,IKARA,Female,5-14,3
220,2021,3,IKARA,Male,5-14,0
221,2021,3,IKARA,Female,5-14,2
222,2021,4,IKARA,Male,5-14,1
223,2021,4,IKARA,Female,5-14,1
224,2021,1,JABA,Male,5-14,1
225,2021,1,JABA,Female,5-14,0
226,2021,2,JABA,Male,5-14,0
227,2021,2,JABA,Female,5-14,0
228,2021,3,JABA,Male,5-14,0
229,2021,3,JABA,Female,5-14,0
230,2021,4,JABA,Male,5-14,0
231,2021,4,JABA,Female,5-14,0
232,2021,1,JEMAA,Male,5-14,0
233,2021,1,JEMAA,Female,5-14,1
234,2021,2,JEMAA,Male,5-14,0
235,2021,2,JEMAA,Female,5-14,0
236,2021,3,JEMAA,Male,5-14,0
237,2021,3,JEMAA,Female,5-14,0
238,2021,4,JEMAA,Male,5-14,0
239,2021,4,JEMAA,Female,5-14,0
240,2021,1,KACHIA,Male,5-14,0
241,2021,1,KACHIA,Female,5-14,0
242,2021,2,KACHIA,Male,5-14,0
243,2021,2,KACHIA,Female,5-14,0
244,2021,3,KACHIA,Male,5-14,1
245,2021,3,KACHIA,Female,5-14,1
246,2021,4,KACHIA,Male,5-14,0
247,2021,4,KACHIA,Female,5-14,0
248,2021,1,KADUNA NORTH,Male,5-14,5
249,2021,1,KADUNA NORTH,Female,5-14,7
250,2021,2,KADUNA NORTH,Male,5-14,8
251,2021,2,KADUNA NORTH,Female,5-14,6
252,2021,3,KADUNA NORTH,Male,5-14,8
253,2021,3,KADUNA NORTH,Female,5-14,9
254,2021,4,KADUNA NORTH,Male,5-14,6
255,2021,4,KADUNA NORTH,Female,5-14,4
256,2021,1,KADUNA SOUTH,Male,5-14,9
257,2021,1,KADUNA SOUTH,Female,5-14,6
258,2021,2,KADUNA SOUTH,Male,5-14,8
259,2021,2,KADUNA SOUTH,Female,5-14,1
260,2021,3,KADUNA SOUTH,Male,5-14,3
261,2021,3,KADUNA SOUTH,Female,5-14,3
262,2021,4,KADUNA SOUTH,Male,5-14,8
263,2021,4,KADUNA SOUTH,Female,5-14,4
264,2021,1,KAGARKO,Male,5-14,1
265,2021,1,KAGARKO,Female,5-14,2
266,2021,2,KAGARKO,Male,5-14,1
267,2021,2,KAGARKO,Female,5-14,0
268,2021,3,KAGARKO,Male,5-14,0
269,2021,3,KAGARKO,Female,5-14,1
270,2021,4,KAGARKO,Male,5-14,0
271,2021,4,KAGARKO,Female,5-14,0
272,2021,1,KAJURU,Male,5-14,1
273,2021,1,KAJURU,Female,5-14,0
274,2021,2,KAJURU,Male,5-14,0
275,2021,2,KAJURU,Female,5-14,1
276,2021,3,KAJURU,Male,5-14,0
277,2021,3,KAJURU,Female,5-14,0
278,2021,4,KAJURU,Male,5-14,0
279,2021,4,KAJURU,Female,5-14,0
280,2021,1,KAURA,Male,5-14,0
281,2021,1,KAURA,Female,5-14,0
282,2021,2,KAURA,Male,5-14,0
283,2021,2,KAURA,Female,5-14,0
284,2021,3,KAURA,Male,5-14,0
285,2021,3,KAURA,Female,5-14,0
286,2021,4,KAURA,Male,5-14,0
287,2021,4,KAURA,Female,5-14,0
288,2021,1,KAURU,Male,5-14,0
289,2021,1,KAURU,Female,5-14,0
290,2021,2,KAURU,Male,5-14,0
291,2021,2,KAURU,Female,5-14,0
292,2021,3,KAURU,Male,5-14,1
293,2021,3,KAURU,Female,5-14,0
294,2021,4,KAURU,Male,5-14,0
295,2021,4,KAURU,Female,5-14,0
296,2021,1,KUBAU,Male,5-14,0
297,2021,1,KUBAU,Female,5-14,0
298,2021,2,KUBAU,Male,5-14,0
299,2021,2,KUBAU,Female,5-14,1
300,2021,3,KUBAU,Male,5-14,0
301,2021,3,KUBAU,Female,5-14,1
302,2021,4,KUBAU,Male,5-14,1
303,2021,4,KUBAU,Female,5-14,2
304,2021,1,KUDAN,Male,5-14,0
305,2021,1,KUDAN,Female,5-14,0
306,2021,2,KUDAN,Male,5-14,0
307,2021,2,KUDAN,Female,5-14,1
308,2021,3,KUDAN,Male,5-14,0
309,2021,3,KUDAN,Female,5-14,0
310,2021,4,KUDAN,Male,5-14,0
311,2021,4,KUDAN,Female,5-14,1
312,2021,1,LERE,Male,5-14,0
313,2021,1,LERE,Female,5-14,0
314,2021,2,LERE,Male,5-14,1
315,2021,2,LERE,Female,5-14,1
316,2021,3,LERE,Male,5-14,2
317,2021,3,LERE,Female,5-14,0
318,2021,4,LERE,Male,5-14,2
319,2021,4,LERE,Female,5-14,2
320,2021,1,MARKARFI,Male,5-14,0
321,2021,1,MARKARFI,Female,5-14,2
322,2021,2,MARKARFI,Male,5-14,0
323,2021,2,MARKARFI,Female,5-14,3
324,2021,3,MARKARFI,Male,5-14,1
325,2021,3,MARKARFI,Female,5-14,1
326,2021,4,MARKARFI,Male,5-14,1
327,2021,4,MARKARFI,Female,5-14,2
328,2021,1,SABON GARI,Male,5-14,1
329,2021,1,SABON GARI,Female,5-14,0
330,2021,2,SABON GARI,Male,5-14,0
331,2021,2,SABON GARI,Female,5-14,1
332,2021,3,SABON GARI,Male,5-14,2
333,2021,3,SABON GARI,Female,5-14,2
334,2021,4,SABON GARI,Male,5-14,0
335,2021,4,SABON GARI,Female,5-14,2
336,2021,1,SANGA,Male,5-14,2
337,2021,1,SANGA,Female,5-14,0
338,2021,2,SANGA,Male,5-14,2
339,2021,2,SANGA,Female,5-14,0
340,2021,3,SANGA,Male,5-14,0
341,2021,3,SANGA,Female,5-14,1
342,2021,4,SANGA,Male,5-14,0
343,2021,4,SANGA,Female,5-14,0
344,2021,1,SOBA,Male,5-14,0
345,2021,1,SOBA,Female,5-14,0
346,2021,2,SOBA,Male,5-14,1
347,2021,2,SOBA,Female,5-14,0
348,2021,3,SOBA,Male,5-14,1
349,2021,3,SOBA,Female,5-14,1
350,2021,4,SOBA,Male,5-14,1
351,2021,4,SOBA,Female,5-14,0
352,2021,1,ZANGON KATAF,Male,5-14,0
353,2021,1,ZANGON KATAF,Female,5-14,0
354,2021,2,ZANGON KATAF,Male,5-14,0
355,2021,2,ZANGON KATAF,Female,5-14,0
356,2021,3,ZANGON KATAF,Male,5-14,0
357,2021,3,ZANGON KATAF,Female,5-14,0
358,2021,4,ZANGON KATAF,Male,5-14,0
359,2021,4,ZANGON KATAF,Female,5-14,0
360,2021,1,ZARIA,Male,5-14,1
361,2021,1,ZARIA,Female,5-14,2
362,2021,2,ZARIA,Male,5-14,2
363,2021,2,ZARIA,Female,5-14,4
364,2021,3,ZARIA,Male,5-14,2
365,2021,3,ZARIA,Female,5-14,5
366,2021,4,ZARIA,Male,5-14,3
367,2021,4,ZARIA,Female,5-14,2
368,2021,1,BIRIN GWARI,Male,15-24,1
369,2021,1,BIRIN GWARI,Female,15-24,1
370,2021,2,BIRIN GWARI,Male,15-24,6
371,2021,2,BIRIN GWARI,Female,15-24,2
372,2021,3,BIRIN GWARI,Male,15-24,1
373,2021,3,BIRIN GWARI,Female,15-24,2
374,2021,4,BIRIN GWARI,Male,15-24,2
375,2021,4,BIRIN GWARI,Female,15-24,7
376,2021,1,CHIKUN,Male,15-24,8
377,2021,1,CHIKUN,Female,15-24,8
378,2021,2,CHIKUN,Male,15-24,11
379,2021,2,CHIKUN,Female,15-24,5
380,2021,3,CHIKUN,Male,15-24,16
381,2021,3,CHIKUN,Female,15-24,8
382,2021,4,CHIKUN,Male,15-24,32
383,2021,4,CHIKUN,Female,15-24,33
384,2021,1,GIWA,Male,15-24,3
385,2021,1,GIWA,Female,15-24,2
386,2021,2,GIWA,Male,15-24,3
387,2021,2,GIWA,Female,15-24,6
388,2021,3,GIWA,Male,15-24,12
389,2021,3,GIWA,Female,15-24,17
390,2021,4,GIWA,Male,15-24,73
391,2021,4,GIWA,Female,15-24,96
392,2021,1,IGABI,Male,15-24,11
393,2021,1,IGABI,Female,15-24,11
394,2021,2,IGABI,Male,15-24,8
395,2021,2,IGABI,Female,15-24,13
396,2021,3,IGABI,Male,15-24,12
397,2021,3,IGABI,Female,15-24,11
398,2021,4,IGABI,Male,15-24,34
399,2021,4,IGABI,Female,15-24,11
400,2021,1,IKARA,Male,15-24,2
401,2021,1,IKARA,Female,15-24,2
402,2021,2,IKARA,Male,15-24,2
403,2021,2,IKARA,Female,15-24,1
404,2021,3,IKARA,Male,15-24,3
405,2021,3,IKARA,Female,15-24,2
406,2021,4,IKARA,Male,15-24,2
407,2021,4,IKARA,Female,15-24,1
408,2021,1,JABA,Male,15-24,0
409,2021,1,JABA,Female,15-24,0
410,2021,2,JABA,Male,15-24,2
411,2021,2,JABA,Female,15-24,1
412,2021,3,JABA,Male,15-24,0
413,2021,3,JABA,Female,15-24,1
414,2021,4,JABA,Male,15-24,2
415,2021,4,JABA,Female,15-24,0
416,2021,1,JEMAA,Male,15-24,2
417,2021,1,JEMAA,Female,15-24,1
418,2021,2,JEMAA,Male,15-24,7
419,2021,2,JEMAA,Female,15-24,4
420,2021,3,JEMAA,Male,15-24,4
421,2021,3,JEMAA,Female,15-24,5
422,2021,4,JEMAA,Male,15-24,7
423,2021,4,JEMAA,Female,15-24,11
424,2021,1,KACHIA,Male,15-24,3
425,2021,1,KACHIA,Female,15-24,4
426,2021,2,KACHIA,Male,15-24,8
427,2021,2,KACHIA,Female,15-24,4
428,2021,3,KACHIA,Male,15-24,1
429,2021,3,KACHIA,Female,15-24,8
430,2021,4,KACHIA,Male,15-24,13
431,2021,4,KACHIA,Female,15-24,1
432,2021,1,KADUNA NORTH,Male,15-24,40
433,2021,1,KADUNA NORTH,Female,15-24,39
434,2021,2,KADUNA NORTH,Male,15-24,47
435,2021,2,KADUNA NORTH,Female,15-24,45
436,2021,3,KADUNA NORTH,Male,15-24,49
437,2021,3,KADUNA NORTH,Female,15-24,62
438,2021,4,KADUNA NORTH,Male,15-24,16
439,2021,4,KADUNA NORTH,Female,15-24,24
440,2021,1,KADUNA SOUTH,Male,15-24,34
441,2021,1,KADUNA SOUTH,Female,15-24,30
442,2021,2,KADUNA SOUTH,Male,15-24,28
443,2021,2,KADUNA SOUTH,Female,15-24,26
444,2021,3,KADUNA SOUTH,Male,15-24,27
445,2021,3,KADUNA SOUTH,Female,15-24,22
446,2021,4,KADUNA SOUTH,Male,15-24,36
447,2021,4,KADUNA SOUTH,Female,15-24,31
448,2021,1,KAGARKO,Male,15-24,0
449,2021,1,KAGARKO,Female,15-24,2
450,2021,2,KAGARKO,Male,15-24,0
451,2021,2,KAGARKO,Female,15-24,1
452,2021,3,KAGARKO,Male,15-24,5
453,2021,3,KAGARKO,Female,15-24,1
454,2021,4,KAGARKO,Male,15-24,1
455,2021,4,KAGARKO,Female,15-24,5
456,2021,1,KAJURU,Male,15-24,1
457,2021,1,KAJURU,Female,15-24,3
458,2021,2,KAJURU,Male,15-24,8
459,2021,2,KAJURU,Female,15-24,8
460,2021,3,KAJURU,Male,15-24,4
461,2021,3,KAJURU,Female,15-24,4
462,2021,4,KAJURU,Male,15-24,25
463,2021,4,KAJURU,Female,15-24,15
464,2021,1,KAURA,Male,15-24,1
465,2021,1,KAURA,Female,15-24,1
466,2021,2,KAURA,Male,15-24,3
467,2021,2,KAURA,Female,15-24,0
468,2021,3,KAURA,Male,15-24,0
469,2021,3,KAURA,Female,15-24,0
470,2021,4,KAURA,Male,15-24,1
471,2021,4,KAURA,Female,15-24,0
472,2021,1,KAURU,Male,15-24,0
473,2021,1,KAURU,Female,15-24,0
474,2021,2,KAURU,Male,15-24,0
475,2021,2,KAURU,Female,15-24,0
476,2021,3,KAURU,Male,15-24,15
477,2021,3,KAURU,Female,15-24,10
478,2021,4,KAURU,Male,15-24,20
479,2021,4,KAURU,Female,15-24,10
480,2021,1,KUBAU,Male,15-24,3
481,2021,1,KUBAU,Female,15-24,2
482,2021,2,KUBAU,Male,15-24,2
483,2021,2,KUBAU,Female,15-24,3
484,2021,3,KUBAU,Male,15-24,6
485,2021,3,KUBAU,Female,15-24,2
486,2021,4,KUBAU,Male,15-24,2
487,2021,4,KUBAU,Female,15-24,1
488,2021,1,KUDAN,Male,15-24,5
489,2021,1,KUDAN,Female,15-24,1
490,2021,2,KUDAN,Male,15-24,3
491,2021,2,KUDAN,Female,15-24,0
492,2021,3,KUDAN,Male,15-24,6
493,2021,3,KUDAN,Female,15-24,0
494,2021,4,KUDAN,Male,15-24,2
495,2021,4,KUDAN,Female,15-24,2
496,2021,1,LERE,Male,15-24,4
497,2021,1,LERE,Female,15-24,1
498,2021,2,LERE,Male,15-24,5
499,2021,2,LERE,Female,15-24,3
500,2021,3,LERE,Male,15-24,3
501,2021,3,LERE,Female,15-24,2
502,2021,4,LERE,Male,15-24,5
503,2021,4,LERE,Female,15-24,0
504,2021,1,MARKARFI,Male,15-24,5
505,2021,1,MARKARFI,Female,15-24,4
506,2021,2,MARKARFI,Male,15-24,6
507,2021,2,MARKARFI,Female,15-24,1
508,2021,3,MARKARFI,Male,15-24,4
509,2021,3,MARKARFI,Female,15-24,2
510,2021,4,MARKARFI,Male,15-24,2
511,2021,4,MARKARFI,Female,15-24,7
512,2021,1,SABON GARI,Male,15-24,8
513,2021,1,SABON GARI,Female,15-24,12
514,2021,2,SABON GARI,Male,15-24,13
515,2021,2,SABON GARI,Female,15-24,15
516,2021,3,SABON GARI,Male,15-24,22
517,2021,3,SABON GARI,Female,15-24,23
518,2021,4,SABON GARI,Male,15-24,21
519,2021,4,SABON GARI,Female,15-24,12
520,2021,1,SANGA,Male,15-24,0
521,2021,1,SANGA,Female,15-24,2
522,2021,2,SANGA,Male,15-24,1
523,2021,2,SANGA,Female,15-24,2
524,2021,3,SANGA,Male,15-24,1
525,2021,3,SANGA,Female,15-24,0
526,2021,4,SANGA,Male,15-24,2
527,2021,4,SANGA,Female,15-24,0
528,2021,1,SOBA,Male,15-24,1
529,2021,1,SOBA,Female,15-24,4
530,2021,2,SOBA,Male,15-24,8
531,2021,2,SOBA,Female,15-24,7
532,2021,3,SOBA,Male,15-24,0
533,2021,3,SOBA,Female,15-24,1
534,2021,4,SOBA,Male,15-24,1
535,2021,4,SOBA,Female,15-24,3
536,2021,1,ZANGON KATAF,Male,15-24,0
537,2021,1,ZANGON KATAF,Female,15-24,3
538,2021,2,ZANGON KATAF,Male,15-24,3
539,2021,2,ZANGON KATAF,Female,15-24,1
540,2021,3,ZANGON KATAF,Male,15-24,1
541,2021,3,ZANGON KATAF,Female,15-24,1
542,2021,4,ZANGON KATAF,Male,15-24,1
543,2021,4,ZANGON KATAF,Female,15-24,1
544,2021,1,ZARIA,Male,15-24,24
545,2021,1,ZARIA,Female,15-24,27
546,2021,2,ZARIA,Male,15-24,44
547,2021,2,ZARIA,Female,15-24,33
548,2021,3,ZARIA,Male,15-24,64
549,2021,3,ZARIA,Female,15-24,54
550,2021,4,ZARIA,Male,15-24,79
551,2021,4,ZARIA,Female,15-24,76
552,2021,1,BIRIN GWARI,Male,25-34,0
553,2021,1,BIRIN GWARI,Female,25-34,3
554,2021,2,BIRIN GWARI,Male,25-34,3
555,2021,2,BIRIN GWARI,Female,25-34,6
556,2021,3,BIRIN GWARI,Male,25-34,5
557,2021,3,BIRIN GWARI,Female,25-34,2
558,2021,4,BIRIN GWARI,Male,25-34,5
559,2021,4,BIRIN GWARI,Female,25-34,3
560,2021,1,CHIKUN,Male,25-34,12
561,2021,1,CHIKUN,Female,25-34,6
562,2021,2,CHIKUN,Male,25-34,24
563,2021,2,CHIKUN,Female,25-34,7
564,2021,3,CHIKUN,Male,25-34,19
565,2021,3,CHIKUN,Female,25-34,11
566,2021,4,CHIKUN,Male,25-34,70
567,2021,4,CHIKUN,Female,25-34,46
568,2021,1,GIWA,Male,25-34,10
569,2021,1,GIWA,Female,25-34,2
570,2021,2,GIWA,Male,25-34,11
571,2021,2,GIWA,Female,25-34,14
572,2021,3,GIWA,Male,25-34,39
573,2021,3,GIWA,Female,25-34,38
574,2021,4,GIWA,Male,25-34,112
575,2021,4,GIWA,Female,25-34,110
576,2021,1,IGABI,Male,25-34,29
577,2021,1,IGABI,Female,25-34,12
578,2021,2,IGABI,Male,25-34,26
579,2021,2,IGABI,Female,25-34,7
580,2021,3,IGABI,Male,25-34,19
581,2021,3,IGABI,Female,25-34,14
582,2021,4,IGABI,Male,25-34,47
583,2021,4,IGABI,Female,25-34,24
584,2021,1,IKARA,Male,25-34,6
585,2021,1,IKARA,Female,25-34,2
586,2021,2,IKARA,Male,25-34,5
587,2021,2,IKARA,Female,25-34,3
588,2021,3,IKARA,Male,25-34,5
589,2021,3,IKARA,Female,25-34,3
590,2021,4,IKARA,Male,25-34,5
591,2021,4,IKARA,Female,25-34,5
592,2021,1,JABA,Male,25-34,5
593,2021,1,JABA,Female,25-34,0
594,2021,2,JABA,Male,25-34,1
595,2021,2,JABA,Female,25-34,0
596,2021,3,JABA,Male,25-34,3
597,2021,3,JABA,Female,25-34,2
598,2021,4,JABA,Male,25-34,1
599,2021,4,JABA,Female,25-34,0
600,2021,1,JEMAA,Male,25-34,5
601,2021,1,JEMAA,Female,25-34,3
602,2021,2,JEMAA,Male,25-34,10
603,2021,2,JEMAA,Female,25-34,9
604,2021,3,JEMAA,Male,25-34,19
605,2021,3,JEMAA,Female,25-34,17
606,2021,4,JEMAA,Male,25-34,18
607,2021,4,JEMAA,Female,25-34,18
608,2021,1,KACHIA,Male,25-34,16
609,2021,1,KACHIA,Female,25-34,14
610,2021,2,KACHIA,Male,25-34,22
611,2021,2,KACHIA,Female,25-34,24
612,2021,3,KACHIA,Male,25-34,21
613,2021,3,KACHIA,Female,25-34,25
614,2021,4,KACHIA,Male,25-34,28
615,2021,4,KACHIA,Female,25-34,29
616,2021,1,KADUNA NORTH,Male,25-34,56
617,2021,1,KADUNA NORTH,Female,25-34,50
618,2021,2,KADUNA NORTH,Male,25-34,62
619,2021,2,KADUNA NORTH,Female,25-34,61
620,2021,3,KADUNA NORTH,Male,25-34,79
