,Year,Quarter,LGA,Sex,Age_Gr,TB_Cases
108,2023,3,Kauru,Male,0-4,0
109,2023,3,Kauru,Female,0-4,0
110,2023,4,Kauru,Male,0-4,0
111,2023,4,Kauru,Female,0-4,0
112,2023,1,Kubau,Male,0-4,0
113,2023,1,Kubau,Female,0-4,2
114,2023,2,Kubau,Male,0-4,11
115,2023,2,Kubau,Female,0-4,15
116,2023,3,Kubau,Male,0-4,0
117,2023,3,Kubau,Female,0-4,0
118,2023,4,Kubau,Male,0-4,0
119,2023,4,Kubau,Female,0-4,0
120,2023,1,Kudan,Male,0-4,2
121,2023,1,Kudan,Female,0-4,0
122,2023,2,Kudan,Male,0-4,0
123,2023,2,Kudan,Female,0-4,0
124,2023,3,Kudan,Male,0-4,0
125,2023,3,Kudan,Female,0-4,0
126,2023,4,Kudan,Male,0-4,0
127,2023,4,Kudan,Female,0-4,0
128,2023,1,Lere,Male,0-4,0
129,2023,1,Lere,Female,0-4,1
130,2023,2,Lere,Male,0-4,11
131,2023,2,Lere,Female,0-4,3
132,2023,3,Lere,Male,0-4,0
133,2023,3,Lere,Female,0-4,0
134,2023,4,Lere,Male,0-4,0
135,2023,4,Lere,Female,0-4,0
136,2023,1,Makarfi,Male,0-4,1
137,2023,1,Makarfi,Female,0-4,0
138,2023,2,Makarfi,Male,0-4,2
139,2023,2,Makarfi,Female,0-4,2
140,2023,3,Makarfi,Male,0-4,0
141,2023,3,Makarfi,Female,0-4,0
142,2023,4,Makarfi,Male,0-4,0
143,2023,4,Makarfi,Female,0-4,0
144,2023,1,Sabon – Gari,Male,0-4,0
145,2023,1,Sabon – Gari,Female,0-4,1
146,2023,2,Sabon – Gari,Male,0-4,5
147,2023,2,Sabon – Gari,Female,0-4,3
148,2023,3,Sabon – Gari,Male,0-4,0
149,2023,3,Sabon – Gari,Female,0-4,0
150,2023,4,Sabon – Gari,Male,0-4,0
151,2023,4,Sabon – Gari,Female,0-4,0
152,2023,1,Sanga,Male,0-4,0
153,2023,1,Sanga,Female,0-4,0
154,2023,2,Sanga,Male,0-4,0
155,2023,2,Sanga,Female,0-4,0
156,2023,3,Sanga,Male,0-4,0
157,2023,3,Sanga,Female,0-4,0
158,2023,4,Sanga,Male,0-4,0
159,2023,4,Sanga,Female,0-4,0
160,2023,1,Soba,Male,0-4,1
161,2023,1,Soba,Female,0-4,0
162,2023,2,Soba,Male,0-4,0
163,2023,2,Soba,Female,0-4,0
164,2023,3,Soba,Male,0-4,0
165,2023,3,Soba,Female,0-4,0
166,2023,4,Soba,Male,0-4,0
167,2023,4,Soba,Female,0-4,0
168,2023,1,Zangon – Kataf,Male,0-4,0
169,2023,1,Zangon – Kataf,Female,0-4,0
170,2023,2,Zangon – Kataf,Male,0-4,0
171,2023,2,Zangon – Kataf,Female,0-4,0
172,2023,3,Zangon – Kataf,Male,0-4,0
173,2023,3,Zangon – Kataf,Female,0-4,0
174,2023,4,Zangon – Kataf,Male,0-4,0
175,2023,4,Zangon – Kataf,Female,0-4,0
176,2023,1,Zaria,Male,0-4,5
177,2023,1,Zaria,Female,0-4,7
178,2023,2,Zaria,Male,0-4,22
179,2023,2,Zaria,Female,0-4,11
180,2023,3,Zaria,Male,0-4,0
181,2023,3,Zaria,Female,0-4,0
182,2023,4,Zaria,Male,0-4,0
183,2023,4,Zaria,Female,0-4,0
184,2023,1,Birni – Gwari,Male,5-14,5
185,2023,1,Birni – Gwari,Female,5-14,1
186,2023,2,Birni – Gwari,Male,5-14,3
187,2023,2,Birni – Gwari,Female,5-14,5
188,2023,3,Birni – Gwari,Male,5-14,0
189,2023,3,Birni – Gwari,Female,5-14,0
190,2023,4,Birni – Gwari,Male,5-14,0
191,2023,4,Birni – Gwari,Female,5-14,0
192,2023,1,Chikun,Male,5-14,0
193,2023,1,Chikun,Female,5-14,0
194,2023,2,Chikun,Male,5-14,5
195,2023,2,Chikun,Female,5-14,4
196,2023,3,Chikun,Male,5-14,0
197,2023,3,Chikun,Female,5-14,0
198,2023,4,Chikun,Male,5-14,0
199,2023,4,Chikun,Female,5-14,0
200,2023,1,Giwa,Male,5-14,27
201,2023,1,Giwa,Female,5-14,34
202,2023,2,Giwa,Male,5-14,34
203,2023,2,Giwa,Female,5-14,30
204,2023,3,Giwa,Male,5-14,0
205,2023,3,Giwa,Female,5-14,0
206,2023,4,Giwa,Male,5-14,0
207,2023,4,Giwa,Female,5-14,0
208,2023,1,Igabi,Male,5-14,4
209,2023,1,Igabi,Female,5-14,0
210,2023,2,Igabi,Male,5-14,5
211,2023,2,Igabi,Female,5-14,3
212,2023,3,Igabi,Male,5-14,0
213,2023,3,Igabi,Female,5-14,0
214,2023,4,Igabi,Male,5-14,0
215,2023,4,Igabi,Female,5-14,0
216,2023,1,Ikara,Male,5-14,0
217,2023,1,Ikara,Female,5-14,5
218,2023,2,Ikara,Male,5-14,5
219,2023,2,Ikara,Female,5-14,7
220,2023,3,Ikara,Male,5-14,0
221,2023,3,Ikara,Female,5-14,0
222,2023,4,Ikara,Male,5-14,0
223,2023,4,Ikara,Female,5-14,0
224,2023,1,Jaba,Male,5-14,0
225,2023,1,Jaba,Female,5-14,0
226,2023,2,Jaba,Male,5-14,0
227,2023,2,Jaba,Female,5-14,0
228,2023,3,Jaba,Male,5-14,0
229,2023,3,Jaba,Female,5-14,0
230,2023,4,Jaba,Male,5-14,0
231,2023,4,Jaba,Female,5-14,0
232,2023,1,Jema'a,Male,5-14,1
233,2023,1,Jema'a,Female,5-14,2
234,2023,2,Jema'a,Male,5-14,2
235,2023,2,Jema'a,Female,5-14,5
236,2023,3,Jema'a,Male,5-14,0
237,2023,3,Jema'a,Female,5-14,0
238,2023,4,Jema'a,Male,5-14,0
239,2023,4,Jema'a,Female,5-14,0
240,2023,1,Kachia,Male,5-14,5
241,2023,1,Kachia,Female,5-14,7
242,2023,2,Kachia,Male,5-14,2
243,2023,2,Kachia,Female,5-14,2
244,2023,3,Kachia,Male,5-14,0
245,2023,3,Kachia,Female,5-14,0
246,2023,4,Kachia,Male,5-14,0
247,2023,4,Kachia,Female,5-14,0
248,2023,1,Kaduna North,Male,5-14,55
249,2023,1,Kaduna North,Female,5-14,49
250,2023,2,Kaduna North,Male,5-14,22
251,2023,2,Kaduna North,Female,5-14,23
252,2023,3,Kaduna North,Male,5-14,0
253,2023,3,Kaduna North,Female,5-14,0
254,2023,4,Kaduna North,Male,5-14,0
255,2023,4,Kaduna North,Female,5-14,0
256,2023,1,Kaduna South,Male,5-14,5
257,2023,1,Kaduna South,Female,5-14,7
258,2023,2,Kaduna South,Male,5-14,24
259,2023,2,Kaduna South,Female,5-14,15
260,2023,3,Kaduna South,Male,5-14,0
261,2023,3,Kaduna South,Female,5-14,0
262,2023,4,Kaduna South,Male,5-14,0
263,2023,4,Kaduna South,Female,5-14,0
264,2023,1,Kagarko,Male,5-14,1
265,2023,1,Kagarko,Female,5-14,3
266,2023,2,Kagarko,Male,5-14,3
267,2023,2,Kagarko,Female,5-14,7
268,2023,3,Kagarko,Male,5-14,0
269,2023,3,Kagarko,Female,5-14,0
270,2023,4,Kagarko,Male,5-14,0
271,2023,4,Kagarko,Female,5-14,0
272,2023,1,Kajuru,Male,5-14,0
273,2023,1,Kajuru,Female,5-14,0
274,2023,2,Kajuru,Male,5-14,10
275,2023,2,Kajuru,Female,5-14,12
276,2023,3,Kajuru,Male,5-14,0
277,2023,3,Kajuru,Female,5-14,0
278,2023,4,Kajuru,Male,5-14,0
279,2023,4,Kajuru,Female,5-14,0
280,2023,1,Kaura,Male,5-14,0
281,2023,1,Kaura,Female,5-14,3
282,2023,2,Kaura,Male,5-14,2
283,2023,2,Kaura,Female,5-14,1
284,2023,3,Kaura,Male,5-14,0
285,2023,3,Kaura,Female,5-14,0
286,2023,4,Kaura,Male,5-14,0
287,2023,4,Kaura,Female,5-14,0
288,2023,1,Kauru,Male,5-14,69
289,2023,1,Kauru,Female,5-14,25
290,2023,2,Kauru,Male,5-14,215
291,2023,2,Kauru,Female,5-14,11
292,2023,3,Kauru,Male,5-14,0
293,2023,3,Kauru,Female,5-14,0
294,2023,4,Kauru,Male,5-14,0
295,2023,4,Kauru,Female,5-14,0
296,2023,1,Kubau,Male,5-14,5
297,2023,1,Kubau,Female,5-14,2
298,2023,2,Kubau,Male,5-14,9
299,2023,2,Kubau,Female,5-14,10
300,2023,3,Kubau,Male,5-14,0
301,2023,3,Kubau,Female,5-14,0
302,2023,4,Kubau,Male,5-14,0
303,2023,4,Kubau,Female,5-14,0
304,2023,1,Kudan,Male,5-14,3
305,2023,1,Kudan,Female,5-14,1
306,2023,2,Kudan,Male,5-14,5
307,2023,2,Kudan,Female,5-14,2
308,2023,3,Kudan,Male,5-14,0
309,2023,3,Kudan,Female,5-14,0
310,2023,4,Kudan,Male,5-14,0
311,2023,4,Kudan,Female,5-14,0
312,2023,1,Lere,Male,5-14,0
313,2023,1,Lere,Female,5-14,1
314,2023,2,Lere,Male,5-14,1
315,2023,2,Lere,Female,5-14,1
316,2023,3,Lere,Male,5-14,0
317,2023,3,Lere,Female,5-14,0
318,2023,4,Lere,Male,5-14,0
319,2023,4,Lere,Female,5-14,0
320,2023,1,Makarfi,Male,5-14,4
321,2023,1,Makarfi,Female,5-14,4
322,2023,2,Makarfi,Male,5-14,7
323,2023,2,Makarfi,Female,5-14,7
324,2023,3,Makarfi,Male,5-14,0
325,2023,3,Makarfi,Female,5-14,0
326,2023,4,Makarfi,Male,5-14,0
327,2023,4,Makarfi,Female,5-14,0
328,2023,1,Sabon – Gari,Male,5-14,5
329,2023,1,Sabon – Gari,Female,5-14,4
330,2023,2,Sabon – Gari,Male,5-14,10
331,2023,2,Sabon – Gari,Female,5-14,8
332,2023,3,Sabon – Gari,Male,5-14,0
333,2023,3,Sabon – Gari,Female,5-14,0
334,2023,4,Sabon – Gari,Male,5-14,0
335,2023,4,Sabon – Gari,Female,5-14,0
336,2023,1,Sanga,Male,5-14,0
337,2023,1,Sanga,Female,5-14,1
338,2023,2,Sanga,Male,5-14,4
339,2023,2,Sanga,Female,5-14,2
340,2023,3,Sanga,Male,5-14,0
341,2023,3,Sanga,Female,5-14,0
342,2023,4,Sanga,Male,5-14,0
343,2023,4,Sanga,Female,5-14,0
344,2023,1,Soba,Male,5-14,0
345,2023,1,Soba,Female,5-14,5
346,2023,2,Soba,Male,5-14,6
347,2023,2,Soba,Female,5-14,7
348,2023,3,Soba,Male,5-14,0
349,2023,3,Soba,Female,5-14,0
350,2023,4,Soba,Male,5-14,0
351,2023,4,Soba,Female,5-14,0
352,2023,1,Zangon – Kataf,Male,5-14,0
353,2023,1,Zangon – Kataf,Female,5-14,0
354,2023,2,Zangon – Kataf,Male,5-14,0
355,2023,2,Zangon – Kataf,Female,5-14,0
356,2023,3,Zangon – Kataf,Male,5-14,0
357,2023,3,Zangon – Kataf,Female,5-14,0
358,2023,4,Zangon – Kataf,Male,5-14,0
359,2023,4,Zangon – Kataf,Female,5-14,0
360,2023,1,Zaria,Male,5-14,16
361,2023,1,Zaria,Female,5-14,12
362,2023,2,Zaria,Male,5-14,16
363,2023,2,Zaria,Female,5-14,17
364,2023,3,Zaria,Male,5-14,0
365,2023,3,Zaria,Female,5-14,0
366,2023,4,Zaria,Male,5-14,0
367,2023,4,Zaria,Female,5-14,0
368,2023,1,Birni – Gwari,Male,15–24,10
369,2023,1,Birni – Gwari,Female,15–24,2
370,2023,2,Birni – Gwari,Male,15–24,3
371,2023,2,Birni – Gwari,Female,15–24,7
372,2023,3,Birni – Gwari,Male,15–24,0
373,2023,3,Birni – Gwari,Female,15–24,0
374,2023,4,Birni – Gwari,Male,15–24,0
375,2023,4,Birni – Gwari,Female,15–24,0
376,2023,1,Chikun,Male,15–24,19
377,2023,1,Chikun,Female,15–24,25
378,2023,2,Chikun,Male,15–24,49
379,2023,2,Chikun,Female,15–24,29
380,2023,3,Chikun,Male,15–24,0
381,2023,3,Chikun,Female,15–24,0
382,2023,4,Chikun,Male,15–24,0
383,2023,4,Chikun,Female,15–24,0
384,2023,1,Giwa,Male,15–24,61
385,2023,1,Giwa,Female,15–24,84
386,2023,2,Giwa,Male,15–24,56
387,2023,2,Giwa,Female,15–24,80
388,2023,3,Giwa,Male,15–24,0
389,2023,3,Giwa,Female,15–24,0
390,2023,4,Giwa,Male,15–24,0
391,2023,4,Giwa,Female,15–24,0
392,2023,1,Igabi,Male,15–24,23
393,2023,1,Igabi,Female,15–24,27
394,2023,2,Igabi,Male,15–24,27
395,2023,2,Igabi,Female,15–24,22
396,2023,3,Igabi,Male,15–24,0
397,2023,3,Igabi,Female,15–24,0
398,2023,4,Igabi,Male,15–24,0
399,2023,4,Igabi,Female,15–24,0
400,2023,1,Ikara,Male,15–24,4
401,2023,1,Ikara,Female,15–24,3
402,2023,2,Ikara,Male,15–24,6
403,2023,2,Ikara,Female,15–24,9
404,2023,3,Ikara,Male,15–24,0
405,2023,3,Ikara,Female,15–24,0
406,2023,4,Ikara,Male,15–24,0
407,2023,4,Ikara,Female,15–24,0
408,2023,1,Jaba,Male,15–24,3
409,2023,1,Jaba,Female,15–24,6
410,2023,2,Jaba,Male,15–24,10
411,2023,2,Jaba,Female,15–24,10
412,2023,3,Jaba,Male,15–24,0
413,2023,3,Jaba,Female,15–24,0
414,2023,4,Jaba,Male,15–24,0
415,2023,4,Jaba,Female,15–24,0
416,2023,1,Jema'a,Male,15–24,23
417,2023,1,Jema'a,Female,15–24,22
418,2023,2,Jema'a,Male,15–24,17
419,2023,2,Jema'a,Female,15–24,22
420,2023,3,Jema'a,Male,15–24,0
421,2023,3,Jema'a,Female,15–24,0
422,2023,4,Jema'a,Male,15–24,0
423,2023,4,Jema'a,Female,15–24,0
424,2023,1,Kachia,Male,15–24,25
425,2023,1,Kachia,Female,15–24,38
426,2023,2,Kachia,Male,15–24,4
427,2023,2,Kachia,Female,15–24,2
428,2023,3,Kachia,Male,15–24,0
429,2023,3,Kachia,Female,15–24,0
430,2023,4,Kachia,Male,15–24,0
431,2023,4,Kachia,Female,15–24,0
432,2023,1,Kaduna North,Male,15–24,65
433,2023,1,Kaduna North,Female,15–24,68
434,2023,2,Kaduna North,Male,15–24,88
435,2023,2,Kaduna North,Female,15–24,78
436,2023,3,Kaduna North,Male,15–24,0
437,2023,3,Kaduna North,Female,15–24,0
438,2023,4,Kaduna North,Male,15–24,0
439,2023,4,Kaduna North,Female,15–24,0
440,2023,1,Kaduna South,Male,15–24,73
441,2023,1,Kaduna South,Female,15–24,79
442,2023,2,Kaduna South,Male,15–24,62
443,2023,2,Kaduna South,Female,15–24,83
444,2023,3,Kaduna South,Male,15–24,0
445,2023,3,Kaduna South,Female,15–24,0
446,2023,4,Kaduna South,Male,15–24,0
447,2023,4,Kaduna South,Female,15–24,0
448,2023,1,Kagarko,Male,15–24,5
449,2023,1,Kagarko,Female,15–24,5
450,2023,2,Kagarko,Male,15–24,11
451,2023,2,Kagarko,Female,15–24,15
452,2023,3,Kagarko,Male,15–24,0
453,2023,3,Kagarko,Female,15–24,0
454,2023,4,Kagarko,Male,15–24,0
455,2023,4,Kagarko,Female,15–24,0
456,2023,1,Kajuru,Male,15–24,13
457,2023,1,Kajuru,Female,15–24,5
458,2023,2,Kajuru,Male,15–24,38
459,2023,2,Kajuru,Female,15–24,24
460,2023,3,Kajuru,Male,15–24,0
461,2023,3,Kajuru,Female,15–24,0
462,2023,4,Kajuru,Male,15–24,0
463,2023,4,Kajuru,Female,15–24,0
464,2023,1,Kaura,Male,15–24,5
465,2023,1,Kaura,Female,15–24,2
466,2023,2,Kaura,Male,15–24,7
467,2023,2,Kaura,Female,15–24,4
468,2023,3,Kaura,Male,15–24,0
469,2023,3,Kaura,Female,15–24,0
470,2023,4,Kaura,Male,15–24,0
471,2023,4,Kaura,Female,15–24,0
472,2023,1,Kauru,Male,15–24,39
473,2023,1,Kauru,Female,15–24,45
474,2023,2,Kauru,Male,15–24,75
475,2023,2,Kauru,Female,15–24,5
476,2023,3,Kauru,Male,15–24,0
477,2023,3,Kauru,Female,15–24,0
478,2023,4,Kauru,Male,15–24,0
479,2023,4,Kauru,Female,15–24,0
480,2023,1,Kubau,Male,15–24,7
481,2023,1,Kubau,Female,15–24,8
482,2023,2,Kubau,Male,15–24,13
483,2023,2,Kubau,Female,15–24,13
484,2023,3,Kubau,Male,15–24,0
485,2023,3,Kubau,Female,15–24,0
486,2023,4,Kubau,Male,15–24,0
487,2023,4,Kubau,Female,15–24,0
488,2023,1,Kudan,Male,15–24,1
489,2023,1,Kudan,Female,15–24,4
490,2023,2,Kudan,Male,15–24,2
491,2023,2,Kudan,Female,15–24,4
492,2023,3,Kudan,Male,15–24,0
493,2023,3,Kudan,Female,15–24,0
494,2023,4,Kudan,Male,15–24,0
495,2023,4,Kudan,Female,15–24,0
496,2023,1,Lere,Male,15–24,6
497,2023,1,Lere,Female,15–24,2
498,2023,2,Lere,Male,15–24,10
499,2023,2,Lere,Female,15–24,2
500,2023,3,Lere,Male,15–24,0
501,2023,3,Lere,Female,15–24,0
502,2023,4,Lere,Male,15–24,0
503,2023,4,Lere,Female,15–24,0
504,2023,1,Makarfi,Male,15–24,13
505,2023,1,Makarfi,Female,15–24,14
506,2023,2,Makarfi,Male,15–24,18
507,2023,2,Makarfi,Female,15–24,11
508,2023,3,Makarfi,Male,15–24,0
509,2023,3,Makarfi,Female,15–24,0
510,2023,4,Makarfi,Male,15–24,0
511,2023,4,Makarfi,Female,15–24,0
512,2023,1,Sabon – Gari,Male,15–24,47
513,2023,1,Sabon – Gari,Female,15–24,41
514,2023,2,Sabon – Gari,Male,15–24,34
515,2023,2,Sabon – Gari,Female,15–24,49
516,2023,3,Sabon – Gari,Male,15–24,0
517,2023,3,Sabon – Gari,Female,15–24,0
518,2023,4,Sabon – Gari,Male,15–24,0
519,2023,4,Sabon – Gari,Female,15–24,0
520,2023,1,Sanga,Male,15–24,7
521,2023,1,Sanga,Female,15–24,9
522,2023,2,Sanga,Male,15–24,0
523,2023,2,Sanga,Female,15–24,2
524,2023,3,Sanga,Male,15–24,0
525,2023,3,Sanga,Female,15–24,0
526,2023,4,Sanga,Male,15–24,0
527,2023,4,Sanga,Female,15–24,0
528,2023,1,Soba,Male,15–24,9
529,2023,1,Soba,Female,15–24,4
530,2023,2,Soba,Male,15–24,7
531,2023,2,Soba,Female,15–24,5
532,2023,3,Soba,Male,15–24,0
533,2023,3,Soba,Female,15–24,0
534,2023,4,Soba,Male,15–24,0
535,2023,4,Soba,Female,15–24,0
536,2023,1,Zangon – Kataf,Male,15–24,2
537,2023,1,Zangon – Kataf,Female,15–24,4
538,2023,2,Zangon – Kataf,Male,15–24,5
539,2023,2,Zangon – Kataf,Female,15–24,2
540,2023,3,Zangon – Kataf,Male,15–24,0
541,2023,3,Zangon – Kataf,Female,15–24,0
542,2023,4,Zangon – Kataf,Male,15–24,0
543,2023,4,Zangon – Kataf,Female,15–24,0
544,2023,1,Zaria,Male,15–24,56
545,2023,1,Zaria,Female,15–24,34
546,2023,2,Zaria,Male,15–24,201
547,2023,2,Zaria,Female,15–24,120
548,2023,3,Zaria,Male,15–24,0
549,2023,3,Zaria,Female,15–24,0
550,2023,4,Zaria,Male,15–24,0
551,2023,4,Zaria,Female,15–24,0
552,2023,1,Birni – Gwari,Male,25–34,15
553,2023,1,Birni – Gwari,Female,25–34,14
554,2023,2,Birni – Gwari,Male,25–34,6
555,2023,2,Birni – Gwari,Female,25–34,12
556,2023,3,Birni – Gwari,Male,25–34,0
557,2023,3,Birni – Gwari,Female,25–34,0
558,2023,4,Birni – Gwari,Male,25–34,0
559,2023,4,Birni – Gwari,Female,25–34,0
560,2023,1,Chikun,Male,25–34,70
561,2023,1,Chikun,Female,25–34,32
562,2023,2,Chikun,Male,25–34,105
563,2023,2,Chikun,Female,25–34,53
564,2023,3,Chikun,Male,25–34,0
565,2023,3,Chikun,Female,25–34,0
566,2023,4,Chikun,Male,25–34,0
567,2023,4,Chikun,Female,25–34,0
568,2023,1,Giwa,Male,25–34,123
569,2023,1,Giwa,Female,25–34,83
570,2023,2,Giwa,Male,25–34,81
571,2023,2,Giwa,Female,25–34,75
572,2023,3,Giwa,Male,25–34,0
573,2023,3,Giwa,Female,25–34,0
574,2023,4,Giwa,Male,25–34,0
575,2023,4,Giwa,Female,25–34,0
576,2023,1,Igabi,Male,25–34,35
577,2023,1,Igabi,Female,25–34,34
578,2023,2,Igabi,Male,25–34,34
579,2023,2,Igabi,Female,25–34,27
580,2023,3,Igabi,Male,25–34,0
581,2023,3,Igabi,Female,25–34,0
582,2023,4,Igabi,Male,25–34,0
583,2023,4,Igabi,Female,25–34,0
584,2023,1,Ikara,Male,25–34,11
585,2023,1,Ikara,Female,25–34,5
586,2023,2,Ikara,Male,25–34,20
587,2023,2,Ikara,Female,25–34,19
588,2023,3,Ikara,Male,25–34,0
589,2023,3,Ikara,Female,25–34,0
590,2023,4,Ikara,Male,25–34,0
591,2023,4,Ikara,Female,25–34,0
592,2023,1,Jaba,Male,25–34,19
593,2023,1,Jaba,Female,25–34,10
594,2023,2,Jaba,Male,25–34,27
595,2023,2,Jaba,Female,25–34,12
596,2023,3,Jaba,Male,25–34,0
597,2023,3,Jaba,Female,25–34,0
598,2023,4,Jaba,Male,25–34,0
599,2023,4,Jaba,Female,25–34,0
600,2023,1,Jema'a,Male,25–34,52
601,2023,1,Jema'a,Female,25–34,41
602,2023,2,Jema'a,Male,25–34,34
603,2023,2,Jema'a,Female,25–34,22
604,2023,3,Jema'a,Male,25–34,0
605,2023,3,Jema'a,Female,25–34,0
606,2023,4,Jema'a,Male,25–34,0
607,2023,4,Jema'a,Female,25–34,0
608,2023,1,Kachia,Male,25–34,40
609,2023,1,Kachia,Female,25–34,22
610,2023,2,Kachia,Male,25–34,49
611,2023,2,Kachia,Female,25–34,21
612,2023,3,Kachia,Male,25–34,0
613,2023,3,Kachia,Female,25–34,0
614,2023,4,Kachia,Male,25–34,0
615,2023,4,Kachia,Female,25–34,0
616,2023,1,Kaduna North,Male,25–34,121
617,2023,1,Kaduna North,Female,25–34,113
618,2023,2,Kaduna North,Male,25–34,165
619,2023,2,Kaduna North,Female,25–34,141
620,2023,3,Kaduna North,Male,25–34,0
621,2023,3,Kaduna North,Female,25–34,0
622,2023,4,Kaduna North,Male,25–34,0
623,2023,4,Kaduna North,Female,25–34,0
624,2023,1,Kaduna South,Male,25–34,105
625,2023,1,Kaduna South,Female,25–34,70
626,2023,2,Kaduna South,Male,25–34,118
627,2023,2,Kaduna South,Female,25–34,79
628,2023,3,Kaduna South,Male,25–34,0
629,2023,3,Kaduna South,Female,25–34,0
630,2023,4,Kaduna South,Male,25–34,0
631,2023,4,Kaduna South,Female,25–34,0
632,2023,1,Kagarko,Male,25–34,35
633,2023,1,Kagarko,Female,25–34,22
634,2023,2,Kagarko,Male,25–34,26
635,2023,2,Kagarko,Female,25–34,27
636,2023,3,Kagarko,Male,25–34,0
637,2023,3,Kagarko,Female,25–34,0
